index,conventional_buildings,building,building_occupants,occupant,building_design,facility,adaptation_urban,urban_life,urban_environment,urban_planning,city_center,dwell,housing,suburban,neighborhood,apartment,distance_city,citywide,urban_walking,suburbanization,city_centre,suburbanization_process,exurban_development,urbanization,old_city,new_city,urban_regeneration,urban_sites,urbanism,urban_area,urban_planners,new_building,urban_green,urban_environments,designer,urban_spaces,neighbourhood_building,urban_parks,historic_urban,apartment_design,apartment_building,apartment_residents,neighborhood_environment,neighborhood_appreciation,residential_neighborhood,young_urban,urban_form,urban_design,housing_development,neighborhood_level,public_housing,commodity_housing,neighborhood_characteristics,urban_cities,urban_hukou,urban_renewal,neurourbanism,dweller,urban_density,habitat_design,neighborhood_retail,english_housing,housing_quality,housing_factors,personal_housing,same_neighborhood,ses_neighborhoods,income_neighborhoods,neighborhood_income,megacity,neighborhood_impact,neighborhood_planning,neighborhood_satisfaction,courtyard_design,neighborhood_built,neighborhood_disorder,housing_neighborhoods,cluster_buildings,urban_structure,housing_characteristics,effect_housing,effects_housing,building_morphology,urban_greenness,policy_housing,neighborhood_relations,company_housing,housing_communities,urban_settings,urban_infrastructure,urban_living,urbanized,green_urban,urban_residential,compact_neighborhoods,suburban_neighborhoods,urban_forms,neighborhood_social,compact_city,city_residents,urban_sprawl
green_building,0.27199694514274597,0.2102181613445282,,0.12734004855155945,0.2602798640727997,0.18733848631381989,0.06573904305696487,0.1507287472486496,0.17849518358707428,0.18743892014026642,0.18504028022289276,,0.10640513151884079,0.07677113264799118,,0.123257115483284,0.15426062047481537,0.1312747746706009,0.12704156339168549,0.17874453961849213,0.18309634923934937,0.16379685699939728,0.058645572513341904,0.10779959708452225,0.23901355266571045,0.05717319995164871,0.21709196269512177,0.2971305847167969,0.1060316413640976,0.06572257727384567,0.1421591192483902,0.07135137915611267,0.21657730638980865,,0.0810621827840805,0.27708700299263,0.08237559348344803,,0.12317286431789398,0.20940834283828735,0.0711243525147438,0.1277628093957901,0.11095267534255981,0.09214545786380768,0.20758798718452454,0.08471483737230301,0.06632882356643677,0.07035182416439056,,0.1075357124209404,0.11744100600481033,0.19248291850090027,0.05452972650527954,0.07280828803777695,0.16293056309223175,0.22522716224193573,0.05068538337945938,0.23194850981235504,0.14685647189617157,0.13850556313991547,0.13022640347480774,0.09364316612482071,0.3021460473537445,0.2664370536804199,0.16260495781898499,0.136696457862854,0.10665328800678253,0.13176329433918,0.10962715744972229,,0.14150777459144592,0.1910405308008194,0.07370582222938538,0.11487831175327301,0.16152453422546387,0.162330761551857,0.15369203686714172,0.1357610523700714,,0.08441725373268127,,0.08040279150009155,0.09223005175590515,0.16196411848068237,0.14603610336780548,,0.22523926198482513,0.19156815111637115,0.2339611053466797,0.05064668878912926,0.15679314732551575,0.16812199354171753,0.07896296679973602,,0.26174792647361755,0.08096331357955933,0.20390070974826813,0.1520681232213974,,0.08610905706882477,0.07669316977262497
indoor_environmental,0.16912925243377686,0.11041945964097977,0.20908287167549133,0.1322990506887436,0.08971140533685684,0.19353164732456207,0.12224716693162918,0.05957445129752159,0.09323596209287643,0.12750139832496643,0.1383630931377411,0.09615188837051392,0.1547556221485138,0.1716775745153427,0.07985388487577438,0.17949439585208893,0.07531589269638062,0.17121006548404694,0.2233780324459076,0.1591080129146576,0.15635788440704346,0.1277332901954651,0.12351518124341965,0.15772001445293427,0.13196969032287598,0.18831168115139008,0.15793751180171967,0.09624134004116058,0.11963562667369843,0.11419136077165604,0.12187914550304413,0.08214109390974045,0.10319468379020691,0.16317446529865265,0.11652052402496338,0.14295661449432373,0.30396768450737,0.09244141727685928,0.10338391363620758,0.09293606877326965,0.16195446252822876,,0.09657283127307892,0.13347741961479187,0.11276322603225708,,0.20260673761367798,0.05212954059243202,0.2036796361207962,0.19306133687496185,0.06784873455762863,0.06517506390810013,0.1078757792711258,0.10978107899427414,0.13673706352710724,0.1611873060464859,0.16397108137607574,0.13626903295516968,0.19112461805343628,0.1966695785522461,0.1847691684961319,0.22354044020175934,0.15811379253864288,0.19248707592487335,0.17272889614105225,0.07933466136455536,0.09111454337835312,0.22210529446601868,0.1395864635705948,0.1349560022354126,0.08136706054210663,0.13197061419487,0.2902386486530304,0.1523457169532776,0.14215759932994843,0.13609234988689423,0.15427961945533752,0.0539090670645237,0.10143191367387772,0.1832452267408371,0.14961141347885132,0.15622667968273163,0.13266433775424957,0.16327950358390808,0.1028081476688385,0.07062928378582001,0.1756986379623413,0.13119710981845856,0.1796814352273941,0.11919016391038895,0.16163930296897888,0.13041284680366516,0.1925300806760788,0.14625154435634613,0.09763459861278534,0.16309192776679993,0.09965389966964722,0.07181230187416077,0.0885375365614891,0.1704896241426468,0.17111694812774658
green_buildings,0.27199694514274597,0.2102181613445282,,0.12734004855155945,0.2602798640727997,0.18733848631381989,0.09670411050319672,0.1507287472486496,0.17849518358707428,0.18743892014026642,0.18504028022289276,,0.10640513151884079,0.07677113264799118,,0.123257115483284,0.16214145720005035,0.1312747746706009,0.12704156339168549,0.17874453961849213,0.18309634923934937,0.16379685699939728,0.11113683134317398,0.10779959708452225,0.23901355266571045,0.05717319995164871,0.21709196269512177,0.2971305847167969,0.1060316413640976,0.06572257727384567,0.1421591192483902,0.07135137915611267,0.21657730638980865,,0.0810621827840805,0.27708700299263,0.08237559348344803,,0.12317286431789398,0.20940834283828735,0.10984409600496292,0.1277628093957901,0.11095267534255981,0.09214545786380768,0.20758798718452454,0.14679847657680511,0.11284755915403366,0.12917707860469818,0.28135550022125244,0.1075357124209404,0.11744100600481033,0.19248291850090027,0.05452972650527954,0.09788471460342407,0.16293056309223175,0.22522716224193573,0.05068538337945938,0.23194850981235504,0.14685647189617157,0.243302583694458,0.13022640347480774,0.09364316612482071,0.3021460473537445,0.2664370536804199,0.16260495781898499,0.136696457862854,0.10665328800678253,0.13176329433918,0.10962715744972229,,0.14150777459144592,0.1910405308008194,0.07370582222938538,0.11487831175327301,0.16152453422546387,0.162330761551857,0.15369203686714172,0.1357610523700714,0.14559030532836914,0.08441725373268127,0.13995908200740814,0.08040279150009155,0.09223005175590515,0.16196411848068237,0.14603610336780548,,0.22523926198482513,0.19156815111637115,0.28919991850852966,0.14633646607398987,0.15679314732551575,0.16812199354171753,0.09507334232330322,,0.26174792647361755,0.08096331357955933,0.24350419640541077,0.18029680848121643,,0.11474549770355225,0.10386782884597778
environment,0.12136165052652359,0.11041945964097977,,,0.07867711782455444,0.06349590420722961,,0.05543551594018936,,0.12750139832496643,0.1383630931377411,0.09035983681678772,0.1547556221485138,,0.07985388487577438,0.1470377892255783,0.07531589269638062,0.17121006548404694,0.1351616382598877,0.15662725269794464,0.15635788440704346,,0.12351518124341965,0.15772001445293427,0.13196969032287598,,0.08821392804384232,,,,0.08540893346071243,0.08214109390974045,0.10319468379020691,0.16317446529865265,,0.05758139118552208,0.1869320422410965,,0.10338391363620758,0.09293606877326965,0.0849074199795723,,0.09657283127307892,0.07632843405008316,0.11276322603225708,,0.20260673761367798,,,0.19306133687496185,0.06784873455762863,0.06517506390810013,,0.10978107899427414,,,,0.11241178959608078,,0.1966695785522461,0.1847691684961319,0.22354044020175934,0.09828386455774307,0.15924227237701416,0.0798773318529129,0.07933466136455536,0.07169783860445023,,0.13591796159744263,0.1349560022354126,0.08136706054210663,0.13197061419487,0.2902386486530304,0.1523457169532776,,0.08218254148960114,0.09638310968875885,,0.10143191367387772,0.1832452267408371,0.14961141347885132,,,0.09711728245019913,,0.07062928378582001,0.11466159671545029,0.08642475306987762,0.1796814352273941,0.10593774914741516,0.16163930296897888,0.13041284680366516,,0.060804642736911774,0.08835894614458084,0.09432860463857651,0.05936107784509659,,,0.1704896241426468,0.17111694812774658
greenstar,0.2404564917087555,0.13043424487113953,,,0.2602798640727997,0.22227688133716583,0.09722930938005447,,0.06024417653679848,0.09460630267858505,0.1055973693728447,,0.0825207382440567,,0.08535945415496826,0.14768217504024506,,,0.056005995720624924,0.08334538340568542,0.16761571168899536,0.2306896597146988,0.11113683134317398,0.06704100966453552,0.22441062331199646,0.15481308102607727,0.18573977053165436,0.09691455215215683,0.2004423439502716,0.18959547579288483,0.1421591192483902,,0.11867708712816238,0.10270945727825165,,0.18392539024353027,0.08338077366352081,0.1621180772781372,0.177264004945755,0.15862123668193817,0.10984409600496292,,0.08455117791891098,0.07612466812133789,0.11111069470643997,0.14679847657680511,0.11284755915403366,0.05170625075697899,0.09266266971826553,0.1075357124209404,0.05771906301379204,0.0980086699128151,0.10428661853075027,0.09788471460342407,,,,,0.14685647189617157,0.243302583694458,,0.15443705022335052,0.3021460473537445,,0.16195310652256012,0.08492640405893326,,0.08298566192388535,0.2672483026981354,,,0.18622863292694092,0.07370582222938538,0.11941986531019211,,0.12844130396842957,0.058885667473077774,,0.14559030532836914,0.16474606096744537,0.1407736837863922,0.08040279150009155,,0.17670457065105438,,,,,0.28919991850852966,0.14633646607398987,0.17129455506801605,0.16812199354171753,0.17117871344089508,0.14226815104484558,,,0.1909928321838379,0.07875245064496994,0.18679887056350708,0.23296678066253662,0.10386782884597778
physical_environment,0.2404564917087555,0.11041945964097977,,0.09901319444179535,0.22916315495967865,0.11202798038721085,0.09670411050319672,0.17484858632087708,0.06826631724834442,0.12750139832496643,0.14542174339294434,0.23526234924793243,0.1547556221485138,,0.1230718195438385,0.1470377892255783,0.18559150397777557,0.17121006548404694,0.15100489556789398,0.15662725269794464,0.15635788440704346,0.24472635984420776,0.12351518124341965,0.15772001445293427,0.13196969032287598,,0.08821392804384232,0.1002604067325592,0.08590968698263168,,0.08540893346071243,0.08214109390974045,0.11867708712816238,0.16317446529865265,,0.05758139118552208,0.1869320422410965,0.06950436532497406,0.10338391363620758,0.18662360310554504,0.10984409600496292,0.05388636514544487,0.09657283127307892,0.162453293800354,0.17403730750083923,0.14679847657680511,0.20260673761367798,,0.12353484332561493,0.19306133687496185,0.06784873455762863,0.06517506390810013,0.15340225398540497,0.10978107899427414,0.09278768301010132,,,0.11241178959608078,,0.243302583694458,0.1847691684961319,0.22354044020175934,0.09828386455774307,0.19626034796237946,0.16195310652256012,0.11463244259357452,0.12813809514045715,0.08298566192388535,0.13591796159744263,0.1349560022354126,0.08136706054210663,0.18622863292694092,0.2902386486530304,0.1523457169532776,,0.08218254148960114,0.09638310968875885,0.10343307256698608,0.14559030532836914,0.1832452267408371,0.23575636744499207,0.1802292913198471,0.12985950708389282,0.19607636332511902,0.10204457491636276,0.07062928378582001,0.11466159671545029,0.08642475306987762,0.28919991850852966,0.14633646607398987,0.2444131076335907,0.13041284680366516,0.0635170042514801,0.17299333214759827,0.08835894614458084,0.09432860463857651,0.1909928321838379,0.07875245064496994,0.19625946879386902,0.1704896241426468,0.17111694812774658
air_quality,0.07433799654245377,0.12717539072036743,0.16148722171783447,0.21426786482334137,0.10175006836652756,0.18634936213493347,0.13904397189617157,0.1507287472486496,0.16314244270324707,0.2056928426027298,0.18504028022289276,0.05103179067373276,0.10640513151884079,,0.23876988887786865,0.11468426883220673,0.06747347861528397,0.1312747746706009,0.12704156339168549,,,0.1028301790356636,0.08807971328496933,0.10779959708452225,0.23901355266571045,0.16817955672740936,0.11074462532997131,0.08303756266832352,0.1060316413640976,0.14372393488883972,,,0.10779167711734772,,,,0.13665686547756195,0.08007913827896118,0.1224384754896164,,0.07894587516784668,0.1115570142865181,0.07959935814142227,,0.16842858493328094,0.17755644023418427,,0.08420684933662415,0.18068388104438782,0.08632630854845047,0.06306415051221848,,,,0.12870582938194275,0.11809197813272476,,0.13588778674602509,0.09359901398420334,0.2103087157011032,0.05150618776679039,0.06412424892187119,,0.12049175053834915,0.17695827782154083,0.08836129307746887,0.10036799311637878,0.0906757190823555,0.10934190452098846,0.15155161917209625,0.1897905468940735,0.1910405308008194,0.1484815627336502,0.07605811208486557,0.16152453422546387,0.11440285295248032,0.12001550197601318,,,0.056830864399671555,,0.21423926949501038,0.07941760867834091,0.18289411067962646,0.15465037524700165,,0.18300624191761017,0.1412685364484787,0.07155787199735641,,0.11616590619087219,,0.12195264548063278,0.07974924892187119,0.103359155356884,0.11543083935976028,0.20390070974826813,0.1520681232213974,,0.09293881058692932,0.08492917567491531
energy,,,,,,0.1647879034280777,0.11347916722297668,0.10540316253900528,,,0.22855238616466522,,0.23747453093528748,,,,,,,,,0.10428867489099503,0.13268284499645233,0.15478196740150452,0.10382720828056335,,,,,0.09880394488573074,,,,0.05277714878320694,0.062412336468696594,0.06680318713188171,,,0.1402650773525238,,,0.05642112344503403,,,,,0.060672078281641006,,,,,,,,,,0.06342939287424088,0.08339007198810577,,,0.09550552070140839,,,,0.12510739266872406,,,,0.08321280032396317,,,,,,,,,0.09144078195095062,,,,,,,,0.09447351843118668,,,0.12678775191307068,0.07866889238357544,,,0.0831286609172821,,,,0.051974840462207794,,,,0.06203118711709976
environmental,0.12136165052652359,0.11041945964097977,0.08048820495605469,0.1322990506887436,0.08971140533685684,0.19353164732456207,,0.05957445129752159,0.09323596209287643,0.12750139832496643,0.1383630931377411,0.09615188837051392,0.1547556221485138,0.08763871341943741,0.07985388487577438,0.1470377892255783,0.07531589269638062,0.17121006548404694,0.1351616382598877,0.15662725269794464,0.15635788440704346,0.1255156695842743,0.12351518124341965,0.15772001445293427,0.13196969032287598,0.18831168115139008,0.08821392804384232,0.05742606148123741,,0.11419136077165604,0.12187914550304413,0.08214109390974045,0.10319468379020691,0.16317446529865265,,0.14295661449432373,0.30396768450737,0.09244141727685928,0.10338391363620758,0.09293606877326965,0.16195446252822876,,0.09657283127307892,0.13347741961479187,0.11276322603225708,,0.20260673761367798,0.05212954059243202,,0.19306133687496185,0.06784873455762863,0.06517506390810013,0.1078757792711258,0.10978107899427414,,0.1298210173845291,,0.11241178959608078,,0.1966695785522461,0.1847691684961319,0.22354044020175934,0.09828386455774307,0.19248707592487335,0.17272889614105225,0.07933466136455536,0.09111454337835312,,0.1395864635705948,0.1349560022354126,0.08136706054210663,0.13197061419487,0.2902386486530304,0.1523457169532776,,0.13609234988689423,0.09638310968875885,0.0539090670645237,0.10143191367387772,0.1832452267408371,0.14961141347885132,,0.13266433775424957,0.09711728245019913,0.1028081476688385,0.07062928378582001,0.11466159671545029,0.12502431869506836,0.1796814352273941,0.10593774914741516,0.16163930296897888,0.13041284680366516,0.1925300806760788,0.060804642736911774,0.09763459861278534,0.09432860463857651,0.09965389966964722,0.06956760585308075,0.0885375365614891,0.1704896241426468,0.17111694812774658
ventilation,,0.10238616913557053,,0.09074331074953079,,0.13798169791698456,,,,0.050289321690797806,0.1508634388446808,,0.14393369853496552,,,0.08892038464546204,,,,0.19774064421653748,0.17326806485652924,0.26906102895736694,0.07340486347675323,0.2217695713043213,0.08253423124551773,,0.1698843240737915,0.15455757081508636,0.06601070612668991,0.06462185829877853,,,,,,,,,,,,,,,0.25152939558029175,,0.05956589803099632,0.07086427509784698,,,,0.09400477260351181,,,,,,0.18559975922107697,,0.1890859156847,,,,0.17897845804691315,,0.09555774182081223,,,0.08642902225255966,,,,,0.07067450881004333,,,,,0.06143580749630928,0.10270367562770844,,0.18746733665466309,0.0513426773250103,0.10115069150924683,,,,,,,,,0.1413918286561966,0.07831241935491562,0.13849101960659027,0.08410316705703735,,,0.18661974370479584,,
